src,name,city,state,zip,clia,domain,exa_top_url,error
REF,FIRST BIO LAB OF ILLINOIS LLC,ARLINGTON HEIGHTS,IL,60005,14D2292448,138.68.39.23,https://npiregistry.cms.hhs.gov/provider-view/1417720384,
REF,ALC DIAGNOSTICS LLC,DES PLAINES,IL,60016,14D2228364,alcdx.com,https://alcdx.com/,
REF,BIOLIFE PLASMA SERVICES LP,JOLIET,IL,60435,14D2224869,biolifeplasma.com,https://www.biolifeplasma.com/locations/illinois/joliet,
REF,ONCOOPTIMA INC,CHICAGO,IL,60642,14D2321920,oncooptima.com,https://oncooptima.com/,
REF,"CYTOLOGY PATH SERVICES, INC",INDIANAPOLIS,IN,46228,15D0353522,cytopath.cc,https://cytopath.cc/,
REF,BIOLIFE PLASMA SERVICES,CHICAGO,IL,60620,14D2278605,biolifeplasma.com,https://www.biolifeplasma.com/locations/illinois/chicago,
REF,LABORATORY CORPORATION OF AMERICA HOLDINGS,CARMEL,IN,46032,15D0355012,labcorp.com,https://opennpi.com/provider/1962735399,
REF,SOLARIS DX2 LLC,TILTON,IL,61833,14D2310197,tiltonsolar.com,http://tiltonsolar.com/,
REF,BIOLIFE PLASMA SERVICES LP,FORT WAYNE,IN,46825,15D0663648,biolifeplasma.com,https://biolifeplasma.com/,
REF,SOUTH BEND MEDICAL FOUNDATION/MEMORIAL LAB,SOUTH BEND,IN,46601,15D0357146,sbmf.org,https://www.sbmf.org/,
REF,ELKHART COUNTY HEALTH DEPT,ELKHART,IN,46516,15D0687159,health.elkhartcounty.com,https://health.elkhartcounty.com/en/,
REF,VANDERBURGH COUNTY HEALTH DEPARTMENT,EVANSVILLE,IN,47713,15D0361375,vanderburghhealth.org,https://vanderburghhealth.org/,
REF,"NEOGENOMICS LABORATORIES, INC",TINLEY PARK,IL,60477,14D2269729,neogenomics.com,https://neogenomics.com/,
REF,YAFA MEDICAL LAB INC,OAK LAWN,IL,60453,14D2312556,yafalab.com,https://www.yafalab.com/,
REF,BIOLIFE PLASMA SERVICES LP,MUNCIE,IN,47304,15D0668906,biolifeplasma.com,https://www.biolifeplasma.com/locations/indiana/muncie,
REF,"CSL PLASMA, INC",EVANSVILLE,IN,47711,15D0862908,cslplasma.com,https://www.cslplasma.com/center/614,
REF,BECK ANALYTICAL SERVICES LLC,GREENWOOD,IN,46142,15D0857296,becklabs.com,https://becklabs.com/,
REF,"CSL PLASMA, INC",HOBART,IN,46342,15D2144183,cslplasma.com,https://www.cslplasma.com/center/218,
REF,HNQ CONSULTING INC,GLENVIEW,IL,60025,14D2287780,hqconsultinginc.com,https://hqconsultinginc.com/,
REF,CYTOLOGY PATHOLOGY SERVICES,AVON,IN,46123,15D0987079,solvhealth.com,https://www.solvhealth.com/location/cytology-pathology-services-avon-in-gqoEM5,
REF,MID AMERICA PATHOLOGY SERVICES,CARMEL,IN,46032,15D0935056,,https://www.yelp.com/biz/mid-america-pathology-services-carmel,
REF,MARION COUNTY PUBLIC HEALTH STAT LABORATORIES,INDIANAPOLIS,IN,46202,15D0684048,marionhealth.org,https://marionhealth.org/programs/population-health/public-health-laboratory/,
REF,BIOLIFE PLASMA SERVICES LP,KOKOMO,IN,46902,15D1024841,biolifeplasma.com,https://www.biolifeplasma.com/locations/Indiana/Kokomo,
REF,BIOLIFE PLASMA SERVICES,FORT WAYNE,IN,46804,15D2069078,biolifeplasma.com,https://biolifeplasma.com/,
REF,"CSL PLASMA, INC",INDIANAPOLIS,IN,46205,15D2103093,cslplasma.com,https://www.cslplasma.com/,
REF,"LABORATORY CORPORATION OF AMERICA HOLDINGS,",TERRE HAUTE,IN,47802,15D2073570,labcorp.com,https://www.labcorp.com/,
REF,"INDIGOBRIDGE LABORATORIES, LLC",WEST LAFAYETTE,IN,47906,15D2129713,indigobridgelab.com,https://www.indigobridgelab.com/,
REF,"TECHNICAL RESOURCE MANAGEMENT, LLC",INDIANAPOLIS,IN,46241,15D2226770,opengovus.com,https://opengovus.com/virginia-business/11792860,
REF,SOUTH BEND MEDICAL FOUNDATION / EGH,ELKHART,IN,46514,15D2147528,sbmf.org,https://sbmf.org/,
REF,SOLARIS DX,INDIANAPOLIS,IN,46256,15D2289299,solarisdx.com,https://solarisdx.com/,
REF,SCOPE DX LLC,INDIANAPOLIS,IN,46220,15D2315802,scopedx.org,https://npidb.org/organizations/allopathic_osteopathic_physicians/anatomic-pathology-clinical-pathology_207zp0102x/1518774405.aspx,
REF,BIOLIFE PLASMA SERVICES LP,ELKHART,IN,46514,15D1093850,biolifeplasma.com,https://www.biolifeplasma.com/locations/indiana/elkhart,
REF,MARY GREELEY MEDICAL CENTER,AMES,IA,50010,16D0382531,mgmc.org,https://mgmc.org/,
REF,CROSS MEDICAL LABORATORIES LLP,IOWA CITY,IA,52245,16D0386471,crossmedicallabs.com,https://www.crossmedicallabs.com/home,
REF,"LABCORP EARLY DEVELOPMENT LABORATORIES, INC",GREENFIELD,IN,46140,15D2225409,drugdevelopment.labcorp.com,https://drugdevelopment.labcorp.com/,
REF,POLK COUNTY HEALTH DEPARTMENT,DES MOINES,IA,50314,16D0667028,polkcountyiowa.gov,https://polkcountyiowa.gov/health-department,
REF,BIOLIFE PLASMA SERVICES LP,CORALVILLE,IA,52241,16D0722440,biolifeplasma.com,https://www.biolifeplasma.com/locations/iowa/coralville,
REF,BIOLIFE PLASMA SERVICES,DUBUQUE,IA,52002,16D0722305,biolifeplasma.com,https://www.biolifeplasma.com/locations/iowa/dubuque,
REF,STATE HYGIENIC LABORATORY,CORALVILLE,IA,52241,16D0648109,shl.uiowa.edu,https://shl.uiowa.edu/,
REF,BIOLIFE PLASMA SERVICES LP,CEDAR RAPIDS,IA,52402,16D0901558,biolifeplasma.com,https://www.biolifeplasma.com/locations/iowa/cedar-rapids-edgewood,
REF,LABCORP-DAVENPORT,DAVENPORT,IA,52807,16D0915920,locations.labcorp.com,https://locations.labcorp.com/ia/davenport/,
REF,LABCORP WATERLOO,WATERLOO,IA,50703,16D0384932,locations.labcorp.com,https://locations.labcorp.com/ia/,
REF,STATE HYGIENIC LABORATORY,ANKENY,IA,50023,16D0709302,shl.uiowa.edu,https://shl.uiowa.edu/,
REF,ELEMENT MATERIALS TECHNOLOGY IOWA CITY INC,NORTH LIBERTY,IA,52317,16D1016194,element.com,https://www.element.com/,
REF,BIOLIFE PLASMA SERVICES LP,AMES,IA,50010,16D0946208,biolifeplasma.com,https://www.biolifeplasma.com/locations/iowa/ames,
REF,"BIOLIFE PLASMA SERVICES, LP",SIOUX CITY,IA,51106,16D1094097,biolifeplasma.com,https://www.biolifeplasma.com/locations/iowa/sioux-city,
REF,SIOUXLAND DISTRICT HEALTH DEPARTMENT,SIOUX CITY,IA,51105,16D0648020,siouxlanddistricthealth.org,https://siouxlanddistricthealth.org/,
REF,"BIOLIFE PLASMA SERVICES, LP",CEDAR RAPIDS,IA,52404,16D2056036,biolifeplasma.com,https://biolifeplasma.com/,
REF,BIOLIFE PLASMA SERVICES LP,CEDAR FALLS,IA,50613,16D1105044,biolifeplasma.com,https://www.biolifeplasma.com/locations/iowa/cedar-falls,
REF,BIOLIFE PLASMA SERVICES,GREENWOOD,IN,46143,15D2111948,biolifeplasma.com,https://www.biolifeplasma.com/locations/indiana/greenwood,
REF,SALINE COUNTY HEALTH DEPARTMENT,SALINA,KS,67401,17D0648346,salinecountyks.gov,https://www.salinecountyks.gov/health-department,
REF,"BIOLIFE PLASMA SERVICES, LP",WATERLOO,IA,50702,16D2066137,biolifeplasma.com,https://www.biolifeplasma.com/locations/iowa/waterloo,
REF,"CARDIO DIAGNOSTICS, INC",IOWA CITY,IA,52245,16D2331364,cdio.ai,https://cdio.ai/,
REF,"WELAND CLINICAL LABORATORIES, PC",WATERLOO,IA,50701,16D2171828,welandlaboratories.com,https://welandlaboratories.com/,
REF,KANSAS HEALTH AND ENVIRONMENTAL LABORATORY,TOPEKA,KS,66620,17D0648254,kdheks.gov,https://www.kdheks.gov/908/Laboratories,
REF,WPM PATHOLOGY LABORATORY,SALINA,KS,67401,17D0648347,wpmpath.com,https://wpmpath.com/,
REF,LABCORP KANSAS INC - MAIN LAB,WICHITA,KS,67214,17D0985294,labcorp.com,https://www.labcorp.com/node/22866589,
REF,HEALTH RESEARCH INSTITUTE,FAIRFIELD,IA,52556,16D2122655,hrilabs.org,https://hrilabs.org/,
REF,JOHNSON COUNTY DEPT OF HEALTH & ENVIRONMENT,OLATHE,KS,66061,17D0667024,jocogov.org,http://www.jocogov.org/dept/health-and-environment/home,
REF,PH ENTERPRISES INC DBA MAG-LAB,PITTSBURG,KS,66762,17D0901100,chamberdata.net,https://www.bbb.org/us/ks/pittsburg/profile/medical-lab/mag-lab-0714-300095240,
REF,"LABCORP KANSAS, INC - FOUNDER'S CIRCLE",WICHITA,KS,67206,17D1041555,labcorp.com,https://www.labcorp.com/node/22866589,
REF,UPH LABORATORY SUNNYBROOK MEDICAL PLAZA,SIOUX CITY,IA,51106,16D2061430,sunnybrookmedicalplaza.net,https://sunnybrookmedicalplaza.net/,
REF,"HEARTLAND PATHOLOGY, PA",WICHITA,KS,67226,17D1027743,heartlandpathology.com,https://www.heartlandpathology.com/,
REF,"HEARTLAND PATHOLOGY DIAGNOSTICS, LLC",WICHITA,KS,67226,17D2093824,heartlandpathology.com,https://www.heartlandpathology.com/,
REF,LABORATORY CORPORATION OF AMERICA HOLDINGS,MANHATTAN,KS,66502,17D1060629,locations.labcorp.com,https://locations.labcorp.com/ks/manhattan/,
REF,LABORATORY CORPORATION OF AMERICA HOLDINGS,OVERLAND PARK,KS,66223,17D1069017,labcorp.com,https://www.labcorp.com/,
REF,LABORATORY CORPORATION OF AMERICA HOLDINGS,OVERLAND PARK,KS,66211,17D2046183,labcorp.com,https://www.labcorp.com/,
REF,LABORATORY CORPORATION OF AMERICA HOLDINGS,OVERLAND PARK,KS,66212,17D1085173,labcorp.com,https://www.labcorp.com/,
REF,LABORATORY CORPORATION OF AMERICA HOLDINGS,LENEXA,KS,66219,17D2227560,locations.labcorp.com,https://locations.labcorp.com/ks/lenexa/,
REF,MAWD PATHOLOGY GROUP PA,PARSONS,KS,67357,17D2147750,mawdpathology.com,https://mawdpathology.com/,
REF,"KC BARIATRIC, LLC",LENEXA,KS,66227,17D2217035,kcbariatric.com,https://kcbariatric.com/,
REF,LOUISVILLE METRO HEALTH DEPT LABORATORY,LOUISVILLE,KY,40202,18D0321506,louisvilleky.gov,https://louisvilleky.gov/government/health-wellness/our-lab,
REF,LABORATORY CORPORATION OF AMERICA HOLDINGS,OVERLAND PARK,KS,66210,17D1069020,labcorp.com,https://www.labcorp.com/,
REF,WPM PATHOLOGY LABORATORY CHRTD-VALLEY CENTER,VALLEY CENTER,KS,67147,17D2273617,wpmpath.com,https://wpmpath.com/,
REF,"KC PATHOLOGY, PA",OVERLAND PARK,KS,66210,17D2315013,kcpathology.com,https://www.kcpathology.com/,
REF,UNIVERSITY OF LOUISVILLE INFECTIOUS DISEASES,LOUISVILLE,KY,40202,18D0648480,medicine.louisville.edu,https://medicine.louisville.edu/academics-programs/academic-departments/medicine/medicine-divisions/infectious-diseases,
REF,WESTERN KENTUCKY REGIONAL BLOOD CENTER,OWENSBORO,KY,42303,18D0326385,wkrbc.org,https://wkrbc.org/,
REF,"MIDWEST PATHOLOGY ASSOCIATES, LLC",OVERLAND PARK,KS,66210,17D2227386,mpapath.com,https://mpapath.com/,
REF,BAPTIST HEALTH DEACONESS MEDICAL GROUP,POWDERLY,KY,42367,18D0326452,baptisthealthdeaconess.com,https://baptisthealthdeaconess.com/Locations/Medical-Group-Powderly,
REF,LABORATORY CORPORATION OF AMERICA HOLDINGS,OLATHE,KS,66061,17D1069021,labcorp.com,https://www.labcorp.com/,
REF,APPALACHIAN REGIONAL HEALTHCARE REFERENCE,HAZARD,KY,41701,18D0648509,arh.org,https://arh.org/,
REF,RCH MEDICAL ARTS LAB,RUSSELL SPRINGS,KY,42642,18D0665671,russellcohospital.org,https://www.russellcohospital.org/getpage.php?name=LabServices,
REF,LABORATORY CORPORATION OF AMERICA,LEXINGTON,KY,40504,18D0683724,locations.labcorp.com,https://locations.labcorp.com/ky/lexington/,
REF,OWENSBORO MEDICAL PRACTICE LABORATORY,OWENSBORO,KY,42303,18D0989820,owensboromedical.com,https://owensboromedical.com/medical-testing-lab/,
REF,"HMH I, LLC",OVERLAND PARK,KS,66211,17D2278511,hmhco.com,https://www.hmhco.com/,
REF,CLEANSE CLINIC PSC,LOUISVILLE,KY,40203,18D2120455,thecleanseclinic.com,https://thecleanseclinic.com/,
REF,"HC SYSTEMS, LLC D/B/A COASTAL BIOTECH",LEXINGTON,KY,40503,18D2169907,coastalbiotech.com,https://coastalbiotech.com/,
REF,FAMILY DERMATOLOGY,LOUISVILLE,KY,40220,18D0931856,familydermky.com,https://familydermky.com/,
REF,"ASSOCIATED PATHOLOGIST, LLC",HOPKINSVILLE,KY,42240,18D2130538,associated-pathologists.com,https://www.medicare.gov/care-compare/details/group-practice/0648167544/view-all?state=KY,
REF,"DBC PATH, LLC",LEXINGTON,KY,40502,18D2211096,pathways-ky.org,https://pathways-ky.org/,
REF,"ADIS DIAGNOSTICS, LLC",LANCASTER,KY,40444,18D2176709,everydayhealth.care,https://npidb.org/organizations/laboratories/clinical-medical-laboratory_291u00000x/1225668049.aspx,
REF,LOUISIANA OFFICE OF PUBLIC HEALTH LABORATORY,BATON ROUGE,LA,70802,19D0663536,ldh.la.gov,https://ldh.la.gov/office-of-public-health,
REF,"RG DIAGNOSTICS, LLC",JACKSON,KY,41339,18D2304762,rgdiagnostics.us,https://rgdiagnostics.us/,
REF,THR PEDIATRICS & WELLNESS CENTER,LOUISVILLE,KY,40258,18D2227310,thrpediatrics.com,https://www.thrpediatrics.com/,
REF,"INFORM DIAGNOSTICS, INC",ANCHORAGE,KY,40223,18D2305199,informdx.com,https://informdx.com/,
REF,CARDINAL LABS,LOUISVILLE,KY,40220,18D2289947,cardinaltechnologyky.com,https://www.facebook.com/p/Cardinal-Lab-61551463717542/,
REF,"SKINPATH DIAGNOSTICS, LLC",MATHEWS,LA,70375,19D2061541,skinpathsolutions.com,https://skinpathsolutions.com/,
REF,"DELTA PATHOLOGY GROUP, LLC - WOMEN'S & CHILDREN'S",LAFAYETTE,LA,70508,19D2014889,deltapathology.com,https://deltapathology.com/,
REF,DELTA PATHOLOGY GROUP LLC  LAFAYETTE  LOURDES,LAFAYETTE,LA,70508,19D2010173,deltapathology.com,https://deltapathology.com/,
REF,"PATHOLOGY LABORATORY, INC, THE",LAFAYETTE,LA,70506,19D2018531,picksie.com,https://www.picksie.com/LAFAYETTE/LA/medical-laboratories/the-pathology-labora-32187404.html,
REF,"DELTA PATHOLOGY GROUP, LLC - NORTHEAST",WEST MONROE,LA,71291,19D0966840,deltapathology.com,https://deltapathology.com/,
REF,BATON ROUGE CLINIC CENTRAL LAB,MONROE,LA,71201,19D2093805,batonrougeclinic.com,https://batonrougeclinic.com/,
REF,GRAVES GILBERT CLINIC PLLC,BOWLING GREEN,KY,42101,18D0692926,gravesgilbert.com,https://gravesgilbert.com/,
REF,LABORATORY CORPORATION OF AMERICA HOLDINGS,NATCHITOCHES,LA,71457,19D2170632,labcorp-locations.com,https://opennpi.com/provider/1598621872,
REF,"DELTA PATHOLOGY GROUP, LLC NLMC",RUSTON,LA,71270,19D2255229,deltapathology.com,https://deltapathology.com/,
REF,LABORATORY CORPORATION OF AMERICA HOLDINGS,MINDEN,LA,71055,19D2170631,labcorp.com,https://labcorp.com/,
REF,"DELTA PATHOLOGY GROUP, LLC AT TOURO INFIRMARY",NEW ORLEANS,LA,70115,19D2135612,deltapathology.com,https://deltapathology.com/,
REF,DELTA PATHOLOGY GROUP-WEST JEFFERSON MEDICAL CNTR,MARRERO,LA,70072,19D2036128,deltapathology.com,https://deltapathology.com/,
REF,LABORATORY CORPORATION OF AMERICA HOLDINGS,SHREVEPORT,LA,71104,19D2170633,locations.labcorp.com,https://locations.labcorp.com/la/shreveport/,
REF,"ADMA BIOCENTERS GEORGIA, INC",HAMMOND,LA,70401,19D2259195,admabiocenters.com,https://www.admabiocenters.com/find-a-center/hammond-la,
REF,QUEST DIAGNOSTICS MARY BIRD PERKINS CANCER CENTER,COVINGTON,LA,70433,19D2226722,marybird.org,https://marybird.org/location/covington/,
REF,RESOLVE MOLECULAR DIAGNOSTICS LLC,METAIRIE,LA,70006,19D2237355,resolvemdx.com,https://resolvemdx.com/,
REF,"PATHOLOGY LABORATORY, LLC -- ALEXANDRIA, THE",ALEXANDRIA,LA,71301,19D2294114,,https://npidb.org/organizations/allopathic_osteopathic_physicians/anatomic-pathology-clinical-pathology_207zp0102x/1699097360.aspx,
REF,"DELTA PATHOLOGY GROUP, LLC - WK PIERREMONT",SHREVEPORT,LA,71115,19D2312521,deltapathology.com,https://www.deltapathology.com/,
REF,"DELTA PATHOLOGY GROUP, LLC-WK BOSSIER",BOSSIER CITY,LA,71111,19D2312646,deltapathology.com,https://deltapathology.com/,
REF,"DELTA PATHOLOGY GROUP, LLC-WK SOUTH",SHREVEPORT,LA,71118,19D2312648,deltapathology.com,https://deltapathology.com/,
REF,OCHSNER LSU HEALTH SHREVEPORT REGIONAL UROLOGY PPM,SHREVEPORT,LA,71106,19D2319048,ochsnerlsuhs.org,https://www.ochsnerlsuhs.org/locations/regional-urology-shreveport,
REF,"DELTA PATHOLOGY GROUP LLC, ASC",COVINGTON,LA,70433,19D2313029,deltapathology.com,https://deltapathology.com/,
REF,ORION LABORATORIES,BATON ROUGE,LA,70808,19D2296523,orion.healthcare,https://orion.healthcare/,
REF,MD DEPT OF HEALTH,BALTIMORE,MD,21205,21D0649758,health.maryland.gov,https://health.maryland.gov/,
REF,ORAL PATHOLOGY SERVICES,GAITHERSBURG,MD,20879,21D0941021,gmoralsurgery.com,https://www.gmoralsurgery.com/oral-surgery-services/oral-pathology/,
REF,ORAL PATHOLOGY CONSULTANTS,BALTIMORE,MD,21201,21D0649765,dental.umaryland.edu,https://www.dental.umaryland.edu/oralpathology/,
REF,DELTA PATHOLOGY GROUP LLC - WK NORTH,SHREVEPORT,LA,71103,19D2312834,deltapathology.com,https://deltapathology.com/,
REF,PATHOLOGY ASSOCIATES LABORATORIES PC,BALTIMORE,MD,21239,21D0219659,pathologyassociates.net,https://opennpi.com/provider/1770575433,
REF,BALTIMORE CITY HEALTH DEPT EASTERN SEXUAL HLTH CLI,BALTIMORE,MD,21202,21D0710717,baltimorecity.gov,https://www.baltimorecity.gov/health/our-work/sexual-health-clinics,
REF,MAINE HEALTH & ENVIRONMENTAL TESTING LAB,AUGUSTA,ME,04333,20D0649525,www3.maine.gov,https://www3.maine.gov/dhhs/mecdc/services/maine-public-health-laboratory,
REF,CLIA MOLECULAR DIAGNOSTICS LABORATORY,FREDERICK,MD,21701,21D0947274,frederick.cancer.gov,http://frederick.cancer.gov/research-technology/science-areas/cancer-research-technology-program/clia-molecular-diagnostics-laboratory,
REF,LABORATORY CORPORATION OF AMERICA,LINTHICUM,MD,21090,21D0981877,locations.labcorp.com,https://locations.labcorp.com/md/linthicum-heights/,
REF,QUEST DIAGNOSTICS LLC,BANGOR,ME,04401,20D2277679,locations.questdiagnostics.com,https://locations.questdiagnostics.com/me/bangor/885-931-union-st,
REF,LABORATORY OF PARASITIC DISEASES,BETHESDA,MD,20814,21D0957207,ghedinlab.org,https://www.niaid.nih.gov/research/lab-parasitic-diseases,
REF,GEORGETOWN DERMPATH,EASTON,MD,21601,21D1093911,georgetowndermpath.com,https://www.georgetowndermpath.com/,
REF,PRINCE GEORGE'S CO HEALTH DEPARTMENT STD STAT LAB,CHEVERLY,MD,20785,21D1085624,princegeorgescountymd.gov,https://princegeorgescountymd.gov/sites/health/pages/default.aspx,
REF,LAKE CRESCENT HEALTH LLC,BATON ROUGE,LA,70801,19D2330525,lakecrescenthealth.com,https://lakecrescenthealth.com/,
REF,JOHNS HOPKINS BIOLOGICAL REPOSITORY,BALTIMORE,MD,21205,21D2004577,grcf.jhmi.edu,https://grcf.jhmi.edu/biobank/,
REF,MOLECULAR CHARACTERIZATION LABORATORY,FREDERICK,MD,21702,21D2097127,frederick.cancer.gov,https://frederick.cancer.gov/research/molecular-characterization-laboratory,
REF,CAPITOL DERMATOPATHOLOGY LLC,BETHESDA,MD,20817,21D1099518,bdlab.com,https://www.facebook.com/dermpathexpert/,
REF,"CHESAPEAKE TOXICOLOGY RESOURCES, LLC",FREDERICK,MD,21701,21D2105193,ctrlabs.com,https://ctrlabs.com/,
REF,PHI LIFE SCIENCES,COLLEGE PARK,MD,20740,21D2158103,philifesciences.com,https://philifesciences.com/,
REF,"NEURODIAGNOSTICS, INC, DBA SYNAPS DX",ROCKVILLE,MD,20852,21D2130277,synapsdx.com,https://synapsdx.com/,
REF,CAPITAL DIAGNOSTICS,LAUREL,MD,20707,21D2076584,capitaldxlab.com,https://capitaldxlab.com/,
REF,"CSL PLASMA, INC",DISTRICT HEIGHTS,MD,20747,21D2159794,cslplasma.com,https://www.cslplasma.com/center/210,
REF,MINOMIC INC,GAITHERSBURG,MD,20877,21D2255627,minomic.com,https://minomic.com/,
REF,OXFORD BIODYNAMICS INC,FREDERICK,MD,21703,21D2284653,oxfordbiodynamics.com,https://oxfordbiodynamics.com/investors/company-information,
REF,"HAYSTACK ONCOLOGY, INC",BALTIMORE,MD,21230,21D2278691,haystackoncology.com,http://haystackoncology.com/,
REF,SMITHERS PHARMACEUTICAL DEVELOPMENT  SERVICES,GAITHERSBURG,MD,20878,21D2074024,smithers.com,https://www.smithers.com/industries/pharmaceutical,
REF,NEW DISCOVERY LABORATORIES,BALTIMORE,MD,21202,21D2196263,newdiscoverylabs.com,https://www.newdiscoverylabs.com/,
REF,ALLETESS MEDICAL LABORATORY,ROCKLAND,MA,02370,22D0080258,alletess.co,https://foodallergy.com/,
REF,PATH READS LLC,ELLICOTT CITY,MD,21043,21D2310132,pathtoreading.com,https://pathtoreading.com/,
REF,LAB RX LLC,FREDERICK,MD,21702,21D2138383,labrxpartners.com,https://medicaidspending.org/provider/1346987195,
REF,NEW ENGLAND NEWBORN SCREENING PROGRAM,WORCESTER,MA,01605,22D0935548,nensp.umassmed.edu,https://nensp.umassmed.edu/,
REF,MGB PATHOLOGY - PMA LAB,HAVERHILL,MA,01830,22D0071593,massgeneralbrigham.org,https://www.massgeneralbrigham.org/en/patient-care/services-and-specialties/locations/mass-general-brigham-community-physicians-blood-draw-lab-haverhill,
REF,MASSACHUSETTS DEPARTMENT OF PUBLIC HEALTH,JAMAICA PLAIN,MA,02130,22D0650270,mass.gov,https://mass.gov/dph,
REF,DRUID FAMILY PLANNING CLINIC,BALTIMORE,MD,21223,21D2332152,bedsider.org,https://www.bedsider.org/find-health-care/clinics/112242,
REF,"IMGEN DIAGNOSTICS, INC",NORWOOD,MA,02062,22D1040440,imgendx.com,https://imgendx.com/,
REF,DERMATOPATHOLOGY CONSULTATIONS LLC,BURLINGTON,MA,01805,22D1049112,dermatopathologyconsultations.com,https://www.dermatopathologyconsultations.com/,
REF,QUEST DIAGNOSTICS MASSACHUSETTS LLC,WORCESTER,MA,01604,22D1034604,locations.questdiagnostics.com,https://locations.questdiagnostics.com/ma/worcester,
REF,SKIN PATHOLOGY LABORATORY INC,BOSTON,MA,02118,22D0075241,skinpathlab.com,https://www.skinpathlab.com/,
REF,"DERMPATH NEW ENGLAND, LLC",WELLESLEY HILLS,MA,02481,22D1049111,startupwebsolutions.com.au,https://opennpi.com/provider/1558451666,
REF,"ADULT & PEDIATRIC DERMATOLOGY, PC",WESTFORD,MA,01886,22D0687234,apderm.com,https://www.apderm.com/locations/westford-ma/,
REF,MERSI IMMUNOPATHOLOGY LABORATORY,WALTHAM,MA,02451,22D2017227,mersi.com,https://mersi.com/,
REF,QUEST DIAGNOSTICS MASSACHUSETTS LLC,WORCESTER,MA,01606,22D2059744,locations.questdiagnostics.com,https://locations.questdiagnostics.com/ma/worcester,
REF,CLS DIAGNOSTICS,FRANKLIN,MA,02038,22D2048596,clsdiagnostics.com,https://www.clsdiagnostics.com/,
REF,EPIGENDX INC,HOPKINTON,MA,01748,22D2079826,epigendx.com,https://epigendx.com/,
REF,CLEANSLATE CENTERS,HOLYOKE,MA,01040,22D1105941,cleanslatecenters.com,https://www.cleanslatecenters.com/,
REF,SBH DIAGNOSTICS INC,NATICK,MA,01760,22D2060724,sbhdiagnostics.com,https://sbhdiagnostics.com/,
REF,BEACON PATHOLOGY LLC,DOVER,MA,02030,22D2063384,beaconpathology.com,https://beaconpathology.com/,
REF,LABCORP AT ST VINCENT CANCER & WELLNESS,WORCESTER,MA,01608,22D2061396,stvincenthospital.com,https://www.stvincenthospital.com/locations/detail/saint-vincent-cancer-wellness-center,
REF,"QUANTUM PATHOLOGY, LLC",WALTHAM,MA,02451,22D2081781,quantumpathology.com,https://quantumpathology.com/,
REF,"EAST SIDE CLINICAL LABORATORY, INC",FALL RIVER,MA,02720,22D2084765,eastsidelab.com,https://www.eastsidelab.com/,
REF,NEW AMSTERDAM GENOMICS CAMBRIDGE LAB,CAMBRIDGE,MA,02139,22D2084314,nagenomics.com,https://www.nagenomics.com/,
REF,KBMO DIAGNOSTICS,HOPEDALE,MA,01747,22D2095272,kbmodiagnostics.com,https://kbmodiagnostics.com/,
REF,PRECISION TOXICOLOGY LLC DBA PRECISION DIAGNOSTICS,DARTMOUTH,MA,02747,22D2133197,precisiontoxicology.com,http://www.precisiontoxicology.com/,
REF,CGT GLOBAL,BOSTON,MA,02135,22D2159614,cgt.global,https://cgt.global/boston/,
REF,ADULT & PEDIATRIC DERMATOLOGY PC,CONCORD,MA,01742,22D2084929,apderm.com,https://www.apderm.com/locations/concord-ma/,
REF,KUCHNIR DERMATOLOGY & DERMATOLOGIC SURGERY,MARLBOROUGH,MA,01752,22D2149497,kuchnirdermatology.com,https://kuchnirdermatology.com/,
REF,MGB HOME HOSPITAL,CAMBRIDGE,MA,02138,22D2253860,homehospital.bwh.harvard.edu,https://homehospital.bwh.harvard.edu/,
REF,"MICROBIOLOGY DX, INC",BEDFORD,MA,01730,22D2089996,microbiologydx.com,https://www.microbiologydx.com/,
REF,QUEST DIAGNOSTICS MASSACHUSETTS LLC,BROCKTON,MA,02301,22D2142457,locations.questdiagnostics.com,https://locations.questdiagnostics.com/ma/brockton,
REF,ETHOS LABORATORIES,WORCESTER,MA,01605,22D2216336,ethos-labs.com,https://ethos-labs.com/,
REF,CANVENTA NORTHEAST,MANSFIELD,MA,02048,22D2263016,northeast.canventa.com,https://northeast.canventa.com/,
REF,"NEW ENGLAND LIFEFLIGHT, INC",BEDFORD,MA,01730,22D2273556,bostonmedflight.org,https://bostonmedflight.org/,
REF,PROGENE DX LLC,BEDFORD,MA,01730,22D2259522,progenedx.com,https://www.progenedx.com/,
REF,GENOMICS INC,BEVERLY,MA,01915,22D2290518,genomicexpression.com,https://genomicexpression.com/,
REF,BIOLIFE PLASMA SERVICES L P,GRAND RAPIDS,MI,49546,23D0689983,biolifeplasma.com,https://www.biolifeplasma.com/locations/michigan,
REF,"BIOLIFE PLASMA SERVICES, LP",ATTLEBORO,MA,02703,22D2274949,biolifeplasma.com,https://www.biolifeplasma.com/locations/massachusetts/attleboro,
REF,"BIOLIFE PLASMA SERVICES, LP",MEDFORD,MA,02155,22D2253325,biolifeplasma.com,https://www.biolifeplasma.com/locations/massachusetts/medford,
REF,PREDICTA BIOSCIENCES,CAMBRIDGE,MA,02139,22D2314039,predictabiosciences.com,https://predictabiosciences.com/,
REF,SAGINAW COUNTY HEALTH DEPARTMENT,SAGINAW,MI,48602,23D0374190,saginawpublichealth.org,https://www.saginawpublichealth.org/,
