src_name,src_domain,src_clia,persona,apollo_id,contact_name,contact_first_name,contact_email,contact_title,contact_linkedin_url,contact_phone
LABORATORY CORPORATION OF AMERICA HOLDINGS,locations.labcorp.com,01D0304728,ceo_owner,66f86cdca817d6000182e10c,Imran Ali,Imran,(require direct fetch),"Senior Vice President, Global Head Early Development Research Operations and Country Head India",,(require direct fetch)
LABORATORY CORPORATION OF AMERICA HOLDINGS,locations.labcorp.com,01D0304728,medical_director,66f76d0d27096c0001321334,Shakti Ra***n,Shakti,(require direct fetch),"CLIA Laboratory Medical Director, Labcorp Oncology (OmniSeq), Buffalo, NY",,(require direct fetch)
UAB OB/GYN RESEARCH AND DIAGNOSTIC LABORATORY,uab.edu,01D0641549,ceo_owner,54a1f87d74686935beb8d001,Robert Ho***d,Robert,(require direct fetch),Vice President for Information Technology & Chief Information Officer,,(require direct fetch)
ALABAMA DEPARTMENT OF PUBLIC HEALTH,alabamapublichealth.gov,01D0641691,lab_director,54a2d5ff7468693cdd407140,Greg Do***d,Greg,(require direct fetch),Director of Operations,,(require direct fetch)
LABCORP OF AMERICA HOLDINGS,labcorp.com,01D0641706,ceo_owner,66f86cdca817d6000182e10c,Imran Ali,Imran,(require direct fetch),"Senior Vice President, Global Head Early Development Research Operations and Country Head India",,(require direct fetch)
LABCORP OF AMERICA HOLDINGS,labcorp.com,01D0641706,medical_director,66f76d0d27096c0001321334,Shakti Ra***n,Shakti,(require direct fetch),"CLIA Laboratory Medical Director, Labcorp Oncology (OmniSeq), Buffalo, NY",,(require direct fetch)
MOBILE DIVISION LABORATORY,alabamapublichealth.gov,01D0641761,lab_director,54a2d5ff7468693cdd407140,Greg Do***d,Greg,(require direct fetch),Director of Operations,,(require direct fetch)
DEPARTMENT OF GENETICS CYTOGENETICS LABORATORY,uab.edu,01D0715750,ceo_owner,54a1f87d74686935beb8d001,Robert Ho***d,Robert,(require direct fetch),Vice President for Information Technology & Chief Information Officer,,(require direct fetch)
BIRMINGHAM GASTROENTEROLOGY ASSOC PC,bgapc.com,01D0942786,ceo_owner,611114c3acce0e0001c640fd,Paul Th***t,Paul,(require direct fetch),Executive Administrator-CEO,,(require direct fetch)
LABORATORY CORPORATION OF AMERICA HOLDINGS,labcorp.com,01D0993817,ceo_owner,66f86cdca817d6000182e10c,Imran Ali,Imran,(require direct fetch),"Senior Vice President, Global Head Early Development Research Operations and Country Head India",,(require direct fetch)
LABORATORY CORPORATION OF AMERICA HOLDINGS,labcorp.com,01D0993817,medical_director,66f76d0d27096c0001321334,Shakti Ra***n,Shakti,(require direct fetch),"CLIA Laboratory Medical Director, Labcorp Oncology (OmniSeq), Buffalo, NY",,(require direct fetch)
CSL PLASMA INC,cslplasma.com,01D2065408,lab_director,61083d471df82d0001b52c6d,Jose Pi***a,Jose,(require direct fetch),Associate Director of Operations & Quality,,(require direct fetch)
LABORATORY CORPORATION OF AMERICA HOLDINGS,labcorp.com,01D2080446,ceo_owner,66f86cdca817d6000182e10c,Imran Ali,Imran,(require direct fetch),"Senior Vice President, Global Head Early Development Research Operations and Country Head India",,(require direct fetch)
LABORATORY CORPORATION OF AMERICA HOLDINGS,labcorp.com,01D2080446,medical_director,66f76d0d27096c0001321334,Shakti Ra***n,Shakti,(require direct fetch),"CLIA Laboratory Medical Director, Labcorp Oncology (OmniSeq), Buffalo, NY",,(require direct fetch)
SOUTHEAST CLINICAL LABORATORIES,southeastlabs.com,01D2091573,ceo_owner,64d49f7de65e30000190fd08,Nicole Ho***r,Nicole,(require direct fetch),President/COO,,(require direct fetch)
MADISON CORE LABORATORIES,madisoncorelabs.com,01D2116823,ceo_owner,65167454dfefe30001ef7b77,Didi Go***o,Didi,(require direct fetch),Co-Founder of Madison Core Laboratories,,(require direct fetch)
LABORATORY CORPORATION OF AMERICA HOLDINGS,labcorp.com,01D2170323,ceo_owner,66f86cdca817d6000182e10c,Imran Ali,Imran,(require direct fetch),"Senior Vice President, Global Head Early Development Research Operations and Country Head India",,(require direct fetch)
LABORATORY CORPORATION OF AMERICA HOLDINGS,labcorp.com,01D2170323,medical_director,66f76d0d27096c0001321334,Shakti Ra***n,Shakti,(require direct fetch),"CLIA Laboratory Medical Director, Labcorp Oncology (OmniSeq), Buffalo, NY",,(require direct fetch)
BIOLIFE PLASMA SERVICES L P,biolifeplasma.com,01D2177196,lab_director,66a9cb734a86f40001e36c62,Crystal Mo***r,Crystal,(require direct fetch),Lab Director/Center Physician,,
BIOLIFE PLASMA SERVICES L P,biolifeplasma.com,01D2177196,medical_director,60af71849c5f7c00013a33a5,Charolette Ja***n,Charolette,(require direct fetch),Medical Director,,(require direct fetch)
"CSL PLASMA, INC",cslplasma.com,01D2177653,lab_director,61083d471df82d0001b52c6d,Jose Pi***a,Jose,(require direct fetch),Associate Director of Operations & Quality,,(require direct fetch)
USA HEALTH FREESTANDING EMERGENCY DEPARTMENT,usahealthsystem.com,01D2229845,medical_director,61f90a1c0fc11f0001ee8e9a,Osman Al***n,Osman,(require direct fetch),Medical Director,,(require direct fetch)
"CERFLUX, INC",cerflux.com,01D2247841,ceo_owner,66f6e29c53e77f0001449338,Karim Bu***i,Karim,(require direct fetch),CEO-Scientist,,(require direct fetch)
LABORATORY CORPORATION OF AMERICA,labcorp.com,02D0640755,ceo_owner,66f86cdca817d6000182e10c,Imran Ali,Imran,(require direct fetch),"Senior Vice President, Global Head Early Development Research Operations and Country Head India",,(require direct fetch)
LABORATORY CORPORATION OF AMERICA,labcorp.com,02D0640755,medical_director,66f76d0d27096c0001321334,Shakti Ra***n,Shakti,(require direct fetch),"CLIA Laboratory Medical Director, Labcorp Oncology (OmniSeq), Buffalo, NY",,(require direct fetch)
QUEST DIAGNOSTICS,questdiagnostics.com,02D0640756,ceo_owner,6817a25a77b32a00011d69ca,Karthik Ku***y,Karthik,(require direct fetch),"Senior Vice President, Clinical Solutions",,(require direct fetch)
QUEST DIAGNOSTICS,locations.questdiagnostics.com,02D0641234,ceo_owner,6817a25a77b32a00011d69ca,Karthik Ku***y,Karthik,(require direct fetch),"Senior Vice President, Clinical Solutions",,(require direct fetch)
LIFEMED ALASKA LLC,lifemedalaska.com,02D1090167,ceo_owner,54a2a7ae74686930c20e2d33,William Ch***n,William,(require direct fetch),Vice President Operations,,(require direct fetch)
"GUARDIAN FLIGHT, LLC",guardianflight.com,02D2028442,lab_director,54eba22d7468694311409402,Craig Ke***h,Craig,(require direct fetch),Director of Operations,,
"GUARDIAN FLIGHT, LLC",guardianflight.com,02D2028442,medical_director,66f458a19ca13a000181b341,Jason Jo***n,Jason,(require direct fetch),Senior Medical Director,,(require direct fetch)
CELLNETIX PATHOLOGY ALASKA REGIONAL HOSPITAL,cellnetix.com,02D2201100,ceo_owner,5f8f46e38107560001fd0e7d,Kristin Ko***s,Kristin,(require direct fetch),Vice President of Human Resources,,(require direct fetch)
CELLNETIX PATHOLOGY ALASKA REGIONAL HOSPITAL,cellnetix.com,02D2201100,medical_director,5ff93e745f52c400018081b0,Jason Mo***r,Jason,(require direct fetch),Director of Pathology Technical Services,,(require direct fetch)
LABORATORY CORPORATION OF AMERICA,labcorp.com,02D2223872,ceo_owner,66f86cdca817d6000182e10c,Imran Ali,Imran,(require direct fetch),"Senior Vice President, Global Head Early Development Research Operations and Country Head India",,(require direct fetch)
LABORATORY CORPORATION OF AMERICA,labcorp.com,02D2223872,medical_director,66f76d0d27096c0001321334,Shakti Ra***n,Shakti,(require direct fetch),"CLIA Laboratory Medical Director, Labcorp Oncology (OmniSeq), Buffalo, NY",,(require direct fetch)
ALASKA NATIVE MEDICAL CENTER POCT 2,anmc.org,02D2322468,medical_director,66f82105a8551a000138f03e,Joshua To***a,Joshua,(require direct fetch),Medical Director of Otolaryngology,,(require direct fetch)
CAMPUS HEALTH SERVICES,health.arizona.edu,03D0057856,ceo_owner,5abdec92a6da98402c5db431,Mohammed Ha***n,Mohammed,(require direct fetch),Founder,,(require direct fetch)
PIMA COUNTY HEALTH DEPARTMENT,pima.gov,03D0683066,ceo_owner,64127eefbd83670001854152,Travis De***n,Travis,(require direct fetch),GPSC Executive Vice President,,(require direct fetch)
"CSL PLASMA, INC",cslplasma.com,03D0694716,lab_director,61083d471df82d0001b52c6d,Jose Pi***a,Jose,(require direct fetch),Associate Director of Operations & Quality,,(require direct fetch)
SAGIS,sagisdx.com,03D0962326,ceo_owner,6795f03784418d00010ccd79,John Ca***i,John,(require direct fetch),Co-Founder/Chairman,,(require direct fetch)
"VIRTUAL SCIENTIFIC, INC",virtualscientific.net,03D1079575,ceo_owner,5fc9d866a9edd60001f10383,Allie Jo***s,Allie,(require direct fetch),CEO,,(require direct fetch)
AFFILIATED LABORATORIES,affderm.com,03D2051762,lab_director,66f76b12fb34c20001e474fe,Josie Le***s,Josie,(require direct fetch),Director of Operations,,(require direct fetch)
RICHARD LEE AVERITTE JR PLLC DBA,affderm.com,03D2053259,lab_director,66f76b12fb34c20001e474fe,Josie Le***s,Josie,(require direct fetch),Director of Operations,,(require direct fetch)
COPPER QUEEN COMMUNITY HOSPITAL,cqch.org,03D2124326,ceo_owner,64676cd7a1a610000119b503,James Di***n,James,(require direct fetch),CEO,,(require direct fetch)
SPECIALIZED UNIVERSITY PATHOLOGISTS,pathology.arizona.edu,03D2137703,ceo_owner,5abdec92a6da98402c5db431,Mohammed Ha***n,Mohammed,(require direct fetch),Founder,,(require direct fetch)
AMERIPATH TUCSON INC,ameripath.com,03D2276836,ceo_owner,54a61e507468693209849fc3,Paul Ak***s,Paul,(require direct fetch),President,,(require direct fetch)
AMERIPATH TUCSON INC,ameripath.com,03D2276836,lab_director,54a7967a746869730ae75e43,Marcie Al***i,Marcie,(require direct fetch),Director of Operations,,(require direct fetch)
AMERIPATH TUCSON INC,ameripath.com,03D2276836,medical_director,66faee7b0034d5000138cd6c,Anuradha Ra***n,Anuradha,(require direct fetch),"AP Regional Medical Director, SouthEast-North",,(require direct fetch)
"AGA PATHOLOGY LAB, TUCSON",azgastrohealth.com,03D2277352,lab_director,6932f7801250a70001311fe4,Megan Da***e,Megan,(require direct fetch),Director of Operations,,(require direct fetch)
AMERIPATH TUCSON INC,ameripath.com,03D2279731,ceo_owner,54a61e507468693209849fc3,Paul Ak***s,Paul,(require direct fetch),President,,(require direct fetch)
AMERIPATH TUCSON INC,ameripath.com,03D2279731,lab_director,54a7967a746869730ae75e43,Marcie Al***i,Marcie,(require direct fetch),Director of Operations,,(require direct fetch)
AMERIPATH TUCSON INC,ameripath.com,03D2279731,medical_director,66faee7b0034d5000138cd6c,Anuradha Ra***n,Anuradha,(require direct fetch),"AP Regional Medical Director, SouthEast-North",,(require direct fetch)
CND LIFE SCIENCES R&D LAB,cndlifesciences.com,03D2291165,ceo_owner,68d5615bc1ee5e00013708ef,Kevin Pa***r,Kevin,(require direct fetch),"Senior Vice President, Operations",,(require direct fetch)
ARIZONA DIAGNOSTIC PATHOLOGY ASSOCIATES,adpalab.com,03D2294971,ceo_owner,54a72e77746869705af90c1d,Amine Mo***d,Amine,(require direct fetch),Owner,,
LABCORP OF AMERICA,locations.labcorp.com,04D0928951,ceo_owner,66f86cdca817d6000182e10c,Imran Ali,Imran,(require direct fetch),"Senior Vice President, Global Head Early Development Research Operations and Country Head India",,(require direct fetch)
LABCORP OF AMERICA,locations.labcorp.com,04D0928951,medical_director,66f76d0d27096c0001321334,Shakti Ra***n,Shakti,(require direct fetch),"CLIA Laboratory Medical Director, Labcorp Oncology (OmniSeq), Buffalo, NY",,(require direct fetch)
NORTHWEST ARKANSAS PATHOLOGY AT MERCY MED CTR,mercy.net,04D1051971,ceo_owner,63dd588f4ac580000162d13e,David Ar***a,David,(require direct fetch),Senior Vice President - President of Community Operations,,(require direct fetch)
UNITY HEALTH WHITE COUNTY ONCOLOGY,unity-health.org,04D2025650,ceo_owner,66fb52b04b8262000109b044,Randy Bo***h,Randy,(require direct fetch),"Assistant Vice President, Human Resources",,(require direct fetch)
BAXTER HEALTH PAIN CLINIC,baxterhealth.org,04D2086422,ceo_owner,6713e3725b94dd0001bc60ce,Natalie Am***o,Natalie,(require direct fetch),Vice President Human Resources,,(require direct fetch)
AEL - CONWAY,ael.com,04D2115207,ceo_owner,67654d2124f349000187c766,Jess Ev***s,Jess,(require direct fetch),Vice President of Technical Operations,,(require direct fetch)
AEL - CONWAY,ael.com,04D2115207,medical_director,60cd79d47ca47d00014d78ab,Carl Mi***i,Carl,(require direct fetch),"Medical Director, Lab Services",,(require direct fetch)
CHI ST VINCENT MEDICAL CENTER,chistvincent.com,04D2121560,ceo_owner,61f371474f690d0001a36150,Megan Bo***y,Megan,(require direct fetch),"President, CHI St. Vincent North",,(require direct fetch)
CHI ST VINCENT MEDICAL CENTER,chistvincent.com,04D2121560,medical_director,5dc73486a67d300001a0ddd4,Abdelrahman At***i,Abdelrahman,(require direct fetch),Medical Director of Hepatopancreaticobiliary Surgery,,(require direct fetch)
MERCY SPRINGDALE HOD,mercy.net,04D2170189,ceo_owner,63dd588f4ac580000162d13e,David Ar***a,David,(require direct fetch),Senior Vice President - President of Community Operations,,(require direct fetch)
QUEST DIAGNOSTICS - ROGERS RRL,locations.questdiagnostics.com,04D2225444,ceo_owner,6817a25a77b32a00011d69ca,Karthik Ku***y,Karthik,(require direct fetch),"Senior Vice President, Clinical Solutions",,(require direct fetch)
QUEST DIAGNOSTICS - FORT SMITH RRL,locations.questdiagnostics.com,04D2226039,ceo_owner,6817a25a77b32a00011d69ca,Karthik Ku***y,Karthik,(require direct fetch),"Senior Vice President, Clinical Solutions",,(require direct fetch)
"UROLOGY GROUP PC, THE",carecredit.com,04D2270323,ceo_owner,66f2997544098e00013ee424,Sameer Bh***n,Sameer,(require direct fetch),Vice President - Strategic Alliances,,(require direct fetch)
UAMS HEALTH UROLOGY CLINIC,uamshealth.com,04D2277599,lab_director,54a496227468692cf01afa52,Danny Be***r,Danny,(require direct fetch),Director of Operations,,(require direct fetch)
WEST DERMATOLOGY - MISSION VALLEY,westdermatology.com,05D0569421,ceo_owner,5ae42c8ca6da98d34ad8776a,Allison Su***n,Allison,(require direct fetch),"Dermatologist, Founder and Medical Director of West Dermatology",,(require direct fetch)
WEST DERMATOLOGY - MISSION VALLEY,westdermatology.com,05D0569421,lab_director,54a5f1817468692fa2dbc1b5,Deborah Lu***s,Deborah,(require direct fetch),Director of Operations,,(require direct fetch)
LABORATORY CORPORATION OF AMERICA,locations.labcorp.com,05D0578685,ceo_owner,66f86cdca817d6000182e10c,Imran Ali,Imran,(require direct fetch),"Senior Vice President, Global Head Early Development Research Operations and Country Head India",,(require direct fetch)
LABORATORY CORPORATION OF AMERICA,locations.labcorp.com,05D0578685,medical_director,66f76d0d27096c0001321334,Shakti Ra***n,Shakti,(require direct fetch),"CLIA Laboratory Medical Director, Labcorp Oncology (OmniSeq), Buffalo, NY",,(require direct fetch)
PLANNED PARENTHOOD MAR MONTE,plannedparenthood.org,05D0608282,ceo_owner,5eeba772438b3400010d35d0,Khadijah Da***s,Khadijah,(require direct fetch),Communications Director to the President,,(require direct fetch)
BUTTE COUNTY HEALTH DEPT LABORATORY,buttecounty.ca.gov,05D0617090,ceo_owner,5b2a6a34a6da988a765d40ae,Aaron Wa***n,Aaron,(require direct fetch),"Correctional Officer, Owner / Lead Instructor",,(require direct fetch)
BUTTE COUNTY HEALTH DEPT LABORATORY,buttecounty.ca.gov,05D0617090,lab_director,54a40bec7468693209a56728,Aarron Co***s,Aarron,(require direct fetch),Director of Operations,,
MODOC MEDICAL CENTER,modocmedicalcenter.org,05D0618592,ceo_owner,54a8e6e7746869334a6be308,Walt Be***k,Walt,(require direct fetch),CEO,,(require direct fetch)
PSYCHEMEDICS CORPORATION,psychemedics.com,05D0642561,ceo_owner,611bfacfffea600001d32c80,Daniella Me***k,Daniella,(require direct fetch),Vice President Finance,,(require direct fetch)
FOUNDATION LABORATORY,foundationlaboratory.com,05D0642889,ceo_owner,60ac88147a64140001fb1d81,Areg Bo***n,Areg,(require direct fetch),Senior Vice President,,(require direct fetch)
VIRAL & RICKETTSIAL DISEASE LABORATORY,cdph.ca.gov,05D0643850,ceo_owner,5b2a6a34a6da988a765d40ae,Aaron Wa***n,Aaron,(require direct fetch),"Correctional Officer, Owner / Lead Instructor",,(require direct fetch)
VIRAL & RICKETTSIAL DISEASE LABORATORY,cdph.ca.gov,05D0643850,lab_director,54a40bec7468693209a56728,Aarron Co***s,Aarron,(require direct fetch),Director of Operations,,
IGENEX INC,igenex.com,05D0643914,ceo_owner,5ae8a7a1a6da982f75b84f96,Song Liu,Song,(require direct fetch),Vice President of Research and Development,,
UNILAB CORP DBA QUEST DIAGNOSTICS,locations.questdiagnostics.com,05D0644027,ceo_owner,6817a25a77b32a00011d69ca,Karthik Ku***y,Karthik,(require direct fetch),"Senior Vice President, Clinical Solutions",,(require direct fetch)
SONOMA COUNTY PUBLIC HEALTH LABORATORY,sonomacounty.gov,05D0644064,medical_director,54a38ebe7468693676689002,Paulomi Sh***h,Paulomi,(require direct fetch),"Medical Director, Pediatrician",,
UCD COCCIDIOIDOMYCOSIS SEROLOGY LAB,health.ucdavis.edu,05D0644125,ceo_owner,61322b27fd210000012a93de,Kimberly Mc***n,Kimberly,(require direct fetch),Co-Founder,,(require direct fetch)
UNILAB CORP DBA QUEST DIAGNOSTICS,questdiagnostics.com,05D0664641,ceo_owner,6817a25a77b32a00011d69ca,Karthik Ku***y,Karthik,(require direct fetch),"Senior Vice President, Clinical Solutions",,(require direct fetch)
VENTURA COUNTY HEALTH DEPARTMENT LAB,hca.venturacounty.gov,05D0668137,ceo_owner,60663f177fd8850001633120,Mike Pe***t,Mike,(require direct fetch),Assistant CEO,,(require direct fetch)
QUEST DIAGNOSTICS,locations.questdiagnostics.com,05D0670381,ceo_owner,6817a25a77b32a00011d69ca,Karthik Ku***y,Karthik,(require direct fetch),"Senior Vice President, Clinical Solutions",,(require direct fetch)
SANTA BARBARA COUNTY PUBLIC HEALTH LAB,countyofsb.org,05D0683431,ceo_owner,66f9366712771600014221fc,Nicole Pa***e,Nicole,(require direct fetch),"CEO Principal Management Analyst, Criminal Justice",,(require direct fetch)
LONG BEACH DEPARTMENT OF HEALTH,longbeach.gov,05D0688088,ceo_owner,54a796ea746869705a738f43,Gavin Ki***n,Gavin,(require direct fetch),Past President and Founder,,
COUNTY OF SAN LUIS OBISPO,slocounty.ca.gov,05D0695770,ceo_owner,5b2a6a34a6da988a765d40ae,Aaron Wa***n,Aaron,(require direct fetch),"Correctional Officer, Owner / Lead Instructor",,(require direct fetch)
COUNTY OF SAN LUIS OBISPO,slocounty.ca.gov,05D0695770,lab_director,54a40bec7468693209a56728,Aarron Co***s,Aarron,(require direct fetch),Director of Operations,,
"UNILAB CORPORATION, DBA QUEST DIAGNOSTICS",locations.questdiagnostics.com,05D0700053,ceo_owner,6817a25a77b32a00011d69ca,Karthik Ku***y,Karthik,(require direct fetch),"Senior Vice President, Clinical Solutions",,(require direct fetch)
MADERA COUNTY PUBLIC HEALTH LABORATORY,maderacounty.com,05D0711439,ceo_owner,57e048c5a6da980de369a2d0,Michael Te***n,Michael,(require direct fetch),Bed & Breakfast Owner,,(require direct fetch)
MADERA COUNTY PUBLIC HEALTH LABORATORY,maderacounty.com,05D0711439,lab_director,5acec40da6da98d0e6c33631,Andrea Ma***z,Andrea,(require direct fetch),Behavioral Health Deputy Director of Operations,,(require direct fetch)
SAN MATEO COUNTY PUBLIC HEALTH LAB,smchealth.org,05D0857622,lab_director,66f697549c737700010b8bae,Steven Ne***s,Steven,(require direct fetch),Director of Operations,,(require direct fetch)
SAN MATEO COUNTY PUBLIC HEALTH LAB,smchealth.org,05D0857622,medical_director,66fc5ba8db21690001624beb,Aileen Sh***u,Aileen,(require direct fetch),Medical Director,,(require direct fetch)
CALPATH MEDICAL ASSOCIATES,calpath.com,05D0858234,lab_director,5c6a7b31a3ae6139a1275586,Bruce Do***s,Bruce,(require direct fetch),"Pathologist, Lab Director",,(require direct fetch)
GENETIC DISEASE LABORATORY,cdph.ca.gov,05D0862216,ceo_owner,5b2a6a34a6da988a765d40ae,Aaron Wa***n,Aaron,(require direct fetch),"Correctional Officer, Owner / Lead Instructor",,(require direct fetch)
GENETIC DISEASE LABORATORY,cdph.ca.gov,05D0862216,lab_director,54a40bec7468693209a56728,Aarron Co***s,Aarron,(require direct fetch),Director of Operations,,
CA DPH ENVIRONMENTAL HEALTH LABORATORY,cdph.ca.gov,05D0882397,ceo_owner,5b2a6a34a6da988a765d40ae,Aaron Wa***n,Aaron,(require direct fetch),"Correctional Officer, Owner / Lead Instructor",,(require direct fetch)
CA DPH ENVIRONMENTAL HEALTH LABORATORY,cdph.ca.gov,05D0882397,lab_director,54a40bec7468693209a56728,Aarron Co***s,Aarron,(require direct fetch),Director of Operations,,
FERTILITY CENTER OF CALIFORNIA,spermbankcalifornia.com,05D0883366,ceo_owner,5f47902fdfd7300001db9c8d,Martin Ba***a,Martin,(require direct fetch),Founder,,(require direct fetch)
SHARP REES-STEALY CLINICS,sharp.com,05D0890455,ceo_owner,60768a44420f2e0001b5dae9,Scott Ev***s,Scott,(require direct fetch),Executive Vice President,,(require direct fetch)
SHARP REES-STEALY CLINICS,sharp.com,05D0890455,lab_director,665b239536e7ad00017aedf2,Elisa Ca***e,Elisa,(require direct fetch),Director of Operations,,(require direct fetch)
AW CYTOHISTOLOGY LABORATORY,vitadox.com,05D0916538,ceo_owner,66fb1dbd54ee700001e0603d,Philip Ku***i,Philip,(require direct fetch),Founder & President,,(require direct fetch)
"CORE ANALYTICS LABORATORY, INC",corelabandxray.com,05D0928967,ceo_owner,54ec02de7468694311ff423d,Shruty Pa***i,Shruty,(require direct fetch),CEO,,(require direct fetch)
PASTEUR INC DBA SINAI LABS,sinailabs.com,05D0930353,ceo_owner,54c26033746869163954a691,Tali Re***v,Tali,(require direct fetch),Founder/CEO,,(require direct fetch)
21ST CENTURY DIAGNOSTIC LABORATORY,solvhealth.com,05D0956168,ceo_owner,66f29e68a8441900018343d7,Daniele Fa***i,Daniele,(require direct fetch),Co-founder and CTO,,(require direct fetch)
SHARP REES-STEALY CLINICS LABORATORY-SAN DIEGO,sharp.com,05D0966538,ceo_owner,60768a44420f2e0001b5dae9,Scott Ev***s,Scott,(require direct fetch),Executive Vice President,,(require direct fetch)
SHARP REES-STEALY CLINICS LABORATORY-SAN DIEGO,sharp.com,05D0966538,lab_director,665b239536e7ad00017aedf2,Elisa Ca***e,Elisa,(require direct fetch),Director of Operations,,(require direct fetch)
"HRC FERTLITY MANAGEMENT, LLC",havingbabies.com,05D0969849,ceo_owner,66f1cf3be72e7a000197473a,Sonia So***n,Sonia,(require direct fetch),Vice President of Marketing and Growth,,(require direct fetch)
"HRC FERTLITY MANAGEMENT, LLC",havingbabies.com,05D0969849,medical_director,68cce914f75a350001011350,Michael Fe***n,Michael,(require direct fetch),Medical Director,,
SHARP REES-STEALY CLINICS,sharp.com,05D0986250,ceo_owner,60768a44420f2e0001b5dae9,Scott Ev***s,Scott,(require direct fetch),Executive Vice President,,(require direct fetch)
SHARP REES-STEALY CLINICS,sharp.com,05D0986250,lab_director,665b239536e7ad00017aedf2,Elisa Ca***e,Elisa,(require direct fetch),Director of Operations,,(require direct fetch)
DAVID J BARNETTE JR MD,scripps.org,05D0998312,ceo_owner,683812d40de41a000170d289,Chris Go***r,Chris,(require direct fetch),President and Chief Executive Officer,,(require direct fetch)
DAVID J BARNETTE JR MD,scripps.org,05D0998312,medical_director,60fcd884972471000172e7da,Keshav Na***k,Keshav,(require direct fetch),"Medical Director, Scripps Mercy Structural Heart Program",,(require direct fetch)
PENINSULA PATHOLOGISTS,peninsulapathologists.com,05D1029487,medical_director,57da9f6da6da984a4c0721be,Elzbieta Ju***a,Elzbieta,(require direct fetch),Laboratory Medical Director,,(require direct fetch)
"KIRSHMAN DIAGNOSTICS, INC",cleat.ai,05D1037151,ceo_owner,689a1057940da90001e02c68,Yigit Gu***y,Yigit,(require direct fetch),CEO,,
LIFELINE MEDICAL LABORATORY INC,vitadox.com,05D1039663,ceo_owner,66fb1dbd54ee700001e0603d,Philip Ku***i,Philip,(require direct fetch),Founder & President,,(require direct fetch)
PLANNED PARENTHOOD,plannedparenthood.org,05D1042218,ceo_owner,5eeba772438b3400010d35d0,Khadijah Da***s,Khadijah,(require direct fetch),Communications Director to the President,,(require direct fetch)
PLANNED PARENTHOOD LOS ANGELES,plannedparenthood.org,05D1049784,ceo_owner,5eeba772438b3400010d35d0,Khadijah Da***s,Khadijah,(require direct fetch),Communications Director to the President,,(require direct fetch)
"UNIVERSITY OF CALIFORNIA IRVINE,",uci.edu,05D1052619,ceo_owner,54a492f57468692fa2608e52,Brian He***y,Brian,(require direct fetch),"Vice Chancellor, University Advancement & Alumni Relations and President, UCI Foundation",,(require direct fetch)
"UNIVERSITY OF CALIFORNIA IRVINE,",uci.edu,05D1052619,lab_director,54a6f5ee74686965d9792308,Xiaofeng Liu,Xiaofeng,(require direct fetch),Tempr Lab Director,,(require direct fetch)
"PHAMATECH, INC",phamatech.com,05D1078844,ceo_owner,5e6fcd3f55be050001aca10d,Aaron Ha***s,Aaron,(require direct fetch),CEO,,(require direct fetch)
OMNIPATHOLOGY SOLUTIONS,omnipathology.com,05D1098267,ceo_owner,697b4159af32000001624650,Ronald Bl***m,Ronald,(require direct fetch),Vice President of Science & Technology,,(require direct fetch)
CANOPY BIOSCIENCES,canopybiosciences.com,05D1106350,ceo_owner,631fc8b4c63bed00019c2b4c,Mirna Di***o,Mirna,(require direct fetch),Vice President Quality and Regulatory,,(require direct fetch)
LABORATORY CORPORATION OF AMERICA,locations.labcorp.com,05D2003055,ceo_owner,66f86cdca817d6000182e10c,Imran Ali,Imran,(require direct fetch),"Senior Vice President, Global Head Early Development Research Operations and Country Head India",,(require direct fetch)
LABORATORY CORPORATION OF AMERICA,locations.labcorp.com,05D2003055,medical_director,66f76d0d27096c0001321334,Shakti Ra***n,Shakti,(require direct fetch),"CLIA Laboratory Medical Director, Labcorp Oncology (OmniSeq), Buffalo, NY",,(require direct fetch)
PATHKARE INC,pathkare.com,05D2006188,lab_director,54a2845674686933180c9828,Sophie Gh***i,Sophie,(require direct fetch),Director of Operations,,(require direct fetch)
Y & Z WESTWOOD SURGICAL PATHOLOGY,uclahealth.org,05D2025143,ceo_owner,611109cedf44450001e7eb80,Johnese Sp***o,Johnese,(require direct fetch),"President, UCLA Health & CEO, UCLA Hospital System",,(require direct fetch)
Y & Z WESTWOOD SURGICAL PATHOLOGY,uclahealth.org,05D2025143,medical_director,60557f370cdddf0001d397a0,Hisham Se***y,Hisham,(require direct fetch),"President, Medical Director, Board Certified Plastic Surgeon",,(require direct fetch)
DELTA MEDICAL GROUP OF PATHOLOGISTS INC,deltapathology.com,05D2029285,ceo_owner,54a624007468692cf03d00c5,James Ha***r,James,(require direct fetch),Owner,,(require direct fetch)
DELTA MEDICAL GROUP OF PATHOLOGISTS INC,deltapathology.com,05D2029285,medical_director,658e4fea1fba6800010d0e6b,Christen Di***l,Christen,(require direct fetch),Medical Director,,
CALPATH MEDICAL ASSOCIATES,calpath.com,05D2033368,lab_director,5c6a7b31a3ae6139a1275586,Bruce Do***s,Bruce,(require direct fetch),"Pathologist, Lab Director",,(require direct fetch)
HUNTINGTON REPRODUCTIVE CENTER,havingbabies.com,05D2039121,ceo_owner,66f1cf3be72e7a000197473a,Sonia So***n,Sonia,(require direct fetch),Vice President of Marketing and Growth,,(require direct fetch)
HUNTINGTON REPRODUCTIVE CENTER,havingbabies.com,05D2039121,medical_director,68cce914f75a350001011350,Michael Fe***n,Michael,(require direct fetch),Medical Director,,
